EMPRESA,LINHA,NOME,ROTA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA DE JACUMA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRAIA DE TIBAU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA DE MURIU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV PRAIA DE GENIPABU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA DE AREIA BRANCA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRAIA DE TIBAU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. ENGENHEIRO ROBERTO FREIRE
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,BR 101
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. SENADOR SALGADO FILHO (BR 101)
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. HERMES DA FONSECA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA CORONEL JOAQUIM MANOEL
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. NILO PEÇANHA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRUDENTE DE MORAIS
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA TRAIRI
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. DEODORO DA FONSECA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA APODI
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. RIO BRANCO
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA SACHET
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RODOVIARIA VELHA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. JANUARIO CICCO (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RODOVIARIA VELHA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. CÂMARA CASCUDO
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA ULISSES CALDAS
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA MOSSORÓ
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRUDENTE DE MORAIS
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. NILO PEÇANHA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA CORONEL JOAQUIM MANOEL
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. HERMES DA FONSECA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. SENADOR SALGADO FILHO (BR 101)
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,BR 101
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,VIADUTO DE PONTA NEGRA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. ENGENHEIRO ROBERTO FREIRE
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRAIA DE TIBAU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA DE AREIA BRANCA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV PRAIA DE GENIPABU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA JARDIM DE ALA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRAIA DE TIBAU
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA DE ITAMARACA
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA PRAIA DE COTOVELO
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. PRAIA DE BUZIOS
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,ROTA SOL
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,AV. ENGENHEIRO ROBERTO FREIRE
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA VEREADOR MANOEL SATIRO
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA LUIZ ESTEVAM
AUTO ÔNIBUS SANTA MARIA LTDA,46,PONTA NEGRA/RIBEIRA / VIA PRACA,RUA VEREADOR MANOEL CORINGA DE LEMOS (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. DUQUE DE CAXIAS
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. CÂMARA CASCUDO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA PADRE JOÃO MANOEL
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,PRAÇA ANDRÉ DE ALBUQUERQUE
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,PRAÇA JOÃO TIBÚRCIO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA PADRE PINTO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA MERMOZ
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA CORONEL JOSE BERNARDO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA FONSECA E SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA AMARO BARRETO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. PRESIDENTE BANDEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA SÃO JOSÉ
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. BERNARDO VIEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. SENADOR SALGADO FILHO (BR 101)
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,BR 101
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. ENGENHEIRO ROBERTO FREIRE
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. PRAIA DE TIBAU
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA PRAIA DE AREIA BRANCA
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV PRAIA DE GENIPABU
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA PRAIA JARDIM DE ALA
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. PRAIA DE TIBAU
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA PRAIA DE ITAMARACA
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA PRAIA DE COTOVELO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,PRAIA DE BUZIUS
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,ROTA DO SOL
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,AV. ENGENHEIRO ROBERTO FREIRE
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA VEREADOR MANOEL SATIRO
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA LUIZ ESTEVAM
AUTO ÔNIBUS SANTA MARIA LTDA,54,ROCAS/PONTA NEGRA / VIA ALECRIM,RUA  MANOEL CORINGA DE MELO - RETORNO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. DUQUE DE CAXIAS (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. CÂMARA CASCUDO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA PADRE JOÃO MANOEL
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,PRAÇA JOÃO TIBÚRCIO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA PADRE PINTO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA MERMOZ
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA CORONEL JOSE BERNARDO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA FONSECA E SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA AMARO BARRETO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. PRESIDENTE BANDEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA SÃO JOSÉ
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. BERNARDO VIEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. PRUDENTE DE MORAIS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV LIMA E SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,BR 101
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA CIDADE DO SOL
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA OITI
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. DOS XAVANTES
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA ENGENHEIRO JOAQUIM CARDOSO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA DEPUTADO MARCILIO FURTADO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA PINTOR PEDRO AMERICO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA RIANOPOLIS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,R DOUTOR RAIMUNDO CORREIA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. DOS XAVANTES
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,R RIO TATUAPE
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA RIO TAMANDUATEI
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA SERRA DA JUREMA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA SERRA DOS CARAJÁS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA DOS PINTASSILGOS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA OITI
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA CIDADE DO SOL
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,MARGINAL DA BR 101 (ENTRADA DE MIRASSOL)
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,BR 101
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV LIMA E SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. PRUDENTE DE MORAIS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA  ALBERTO SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. SENADOR SALGADO FILHO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. BERNARDO VIEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. PRESIDENTE BANDEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. CORONEL ESTEVAM
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA CORONEL JOSE BERNARDO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,R ALMIRANTE TAMANDARE
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,PRAÇA CARLOS GOMES
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. RIO BRANCO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA GENERAL GLICERIO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. DUQUE DE CAXIAS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA SÃO JOÃO DE DEUS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV ENGENHEIRO HILDEBRANDO DE GOIS
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,RUA DO PORTO
AUTO ÔNIBUS SANTA MARIA LTDA,44,ROCAS/CIDADE SATELITE / VIA ALECRIM,AV. DUQUE DE CAXIAS (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA DR. NELSON BENÍCIO MATA (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA NEZINHO ALVES
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA SÃO PATRICK
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MONTE REI
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA AGRESTINA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA. ENG.JOÃO HÉLIO
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MIRAMANGUE
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MONTE REI
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,LARGO DA FEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA SERRA DA JUREMA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA SERRA DOS CARAJÁS
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA RIO GRAMAME
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. DOS XAVANTES
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. PREFEITO OMAR O´ GRADY
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. PRUDENTE DE MORAIS
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA ALBERTO SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. SENADOR SALGADO FILHO
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV LIMA E SILVA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. PRUDENTE DE MORAIS
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. PREFEITO OMAR O´ GRADY
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,AV. DOS XAVANTES
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA RIO TATUAPÉ
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA TAMANDUATEÍ
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA SERRA DA JUREMA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,LARGO DA FEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MONTE REI
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MIRAMANGUE
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA. ENG.JOÃO HÉLIO
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA AGRESTINA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MONTE REI
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA SÃO PATRICK
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA LEÃO F. DE QUEIROZ
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA MANOEL BANDEIRA DE MOURA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA PAULO ALVES DE OLIVEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA RONALDO PEREIRA SHALON
AUTO ÔNIBUS SANTA MARIA LTDA,33B,PLANALTO/LAGOA SECA / VIA PRUDENTE DE MORAIS,RUA DR. NELSON BENÍCIO MATA (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,RESTAURANTE UNIVERSITÁRIO (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,AV. CAP. MOR-GOUVEIA (ANEL VIÁRIO CAMPUS)
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,AV. PASSEIO DOS GIRASSOIS(ANEL VIÁRIO DO CAMPUS)
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,ROTATÓRIA DO NEI
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,AV. PASSEIO DOS GIRASSOIS(ANEL VIÁRIO DO CAMPUS)
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,AV SANTOS DUMONT
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,AV. PASSEIOS DAS ROSAS
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,RUA DOS GERÂNIOS
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,MARGINAL DA BR 101
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,RUA CORONEL JOÃO MEDEIROS
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,ROTATÓRIA DO NEI
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,REITORIA
AUTO ÔNIBUS SANTA MARIA LTDA,588,CIRCULAR CAMPUS,RESTAURANTE UNIVERSITÁRIO (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06 ,RUA. ENG.JOÃO HÉLIO (Terminal)
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA AGRESTINA
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA MONTEREY
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,R MIRA MANGUE
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. ENGº JOÃO HÉLIO
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA RAINHA DO MAR
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,R PARACATI
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA ANTONIO FREIRE DE LEMOS
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA  OESTE
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,R PRIMEIRO DE MAIO
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA SOLANGE NUNES DO NASCIMENTO
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. RIO GRANDE DO NORTE
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA PARAIBA
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA  AREIAS
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA  CAMPINA GRANDE
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA  CAJAZEIRAS
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. CAPITAO-MOR GOUVEIA
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. INTERVENTOR MÁRIO CAMARA
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. PRESIDENTE BANDEIRA
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. CORONEL ESTEVAM
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA CORONEL JOSE BERNARDO
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,PRAÇA ALMIRANTE TAMANDARÉ
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,PRAÇA CARLOS GOMES
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,AV. RIO BRANCO
AUTO ÔNIBUS SANTA MARIA LTDA,38,PLANALTO/PRAIA DO MEIO/AV.06,RUA GENERAL GLICERIO
